Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_Spectrogram_1,Mel_Spectrogram_2,Mel_Spectrogram_3,Mel_Spectrogram_4,Mel_Spectrogram_5,Mel_Spectrogram_6,Mel_Spectrogram_7,Mel_Spectrogram_8,Mel_Spectrogram_9,Mel_Spectrogram_10,Mel_Spectrogram_11,Mel_Spectrogram_12,Mean
0.000307638494221505,-578.2948,-419.02902,-364.0477,-352.35547,-361.88232,-370.54245,-365.66492,-366.55338,-378.61682,-387.0627,-390.0142,-395.1884,0.1845703125,0.9415794,1.0,0.29519606,0.676478,0.57257605,0.2995715,0.23757774,0.1905473,0.21307622,0.17145137,0.24438445,0.1613376,6.926796e-06,9.8089185e-05,0.000116780546,0.00011537422,6.719012e-05,5.2712912e-05,3.805607e-05,1.963699e-05,3.2208958e-05,1.7116143e-05,2.8333498e-05,4.6297428e-05,-124.31744406166993
0.0008438150554961303,-14.276159,-39.266335,-90.59299,-103.171165,-118.424904,-110.237885,-98.751236,-111.25758,-119.740005,-119.342896,-109.319214,-105.43901,0.408203125,1.0,0.93735373,0.33961236,0.6461992,0.8292269,0.45858154,0.4744169,0.6135034,0.4102222,0.5521861,0.76248133,0.71787757,7.161129e-06,0.0002792451,0.00017616908,0.00020397121,6.394674e-05,4.303039e-05,3.43442e-05,3.6849306e-05,2.3199278e-05,1.5158961e-05,1.6890383e-05,2.5251373e-05,-29.780730168386988
0.0019030305740622283,-18.141556,-9.838763,12.376335,39.176216,49.36592,48.29299,34.893703,21.351238,28.84362,18.474636,15.057085,18.157875,0.505859375,0.45485467,0.41438085,0.23464604,0.5296765,1.0,0.43421566,0.5975512,0.5084979,0.46218595,0.69919527,1.0,1.0,3.348218e-06,9.662689e-05,0.00013593533,0.00022364322,0.00017456758,0.0001248117,0.00067595614,7.686494e-05,3.394029e-05,4.3825166e-05,6.153354e-05,5.4142063e-05,6.9961572300937185
0.0039025856224037957,35.662796,30.545345,17.908768,-9.783434,-39.16813,-46.900078,-59.69339,-56.580696,-43.681145,-51.098343,-50.080315,-54.89022,0.619140625,0.27990752,0.35062402,0.14071836,0.207995,0.85173887,0.48314565,0.24633501,0.2764006,0.3212652,0.35434648,0.4802451,0.42201006,4.317737e-06,0.000117181364,0.00023406361,0.0001775859,0.0002667271,0.00021532764,0.0014442237,0.0028682516,0.0009543643,0.00039570715,0.0005992297,0.00136536,-8.492432187381615
0.007312156012310227,-5.5550337,-15.030775,-28.549713,-14.023554,-0.14957353,22.687267,7.941591,12.104532,25.919346,21.112246,15.03175,17.151814,0.73046875,0.37339127,0.55058527,0.16877924,0.15363672,0.6042694,1.0,0.5305721,0.6470461,0.71224284,1.0,0.92421067,0.6959317,4.7917943e-06,5.231129e-05,0.00013803081,0.0001490973,0.00021327136,0.00024868315,0.00035049554,0.0016444199,0.0014753324,0.002496161,0.0018010496,0.0019592943,1.7565493375908763
0.009909757531262503,11.047226,7.080961,17.061298,10.030897,3.2825446,-0.7767742,-4.7793016,-1.4787692,4.1661835,12.587648,6.9528174,4.0905128,0.8017578125,0.2848349,0.592137,0.2511899,0.16292651,0.45899627,0.62323856,0.5653063,0.5311942,0.7899839,0.8338028,0.7420424,0.5213515,2.3210245e-05,0.00069476984,0.00053320505,0.0006076697,0.00019521502,0.00023368104,0.0003804426,0.00024235556,0.000280584,0.0002830018,0.00018974727,0.00017694867,2.011519921203314
0.012286365914564864,-5.848332,-16.394825,-8.452847,-18.529705,1.3888195,8.347677,18.01014,24.123497,17.875076,19.89318,29.557,20.950012,0.8173828125,0.2810389,0.5419094,0.51251596,0.43465823,0.5640221,0.409187,1.0,1.0,1.0,0.5042722,0.7325769,0.74085456,2.3214252e-05,0.0004886102,0.0005537699,0.0003759155,0.00023370243,0.0003020232,0.00027927553,0.00051179685,0.00039727072,0.00030103585,0.00026213785,0.00026990913,2.6177472729747833
0.01604930411963335,1.3681206,4.3438134,8.866029,7.9092383,12.228386,13.1376915,22.99375,18.135834,8.633185,6.1986794,6.9051466,5.1812644,0.8134765625,0.3304286,0.64902776,1.0,0.8008251,0.28741196,0.1041657,0.22748648,0.337425,0.314539,0.156292,0.20981176,0.26601055,1.8479748e-05,0.0006034037,0.0021412282,0.0007971737,0.00050152966,0.00032586322,0.00036825443,0.0005091229,0.0005049199,0.00038329908,0.0004452733,0.00032417435,3.1952897426295856
0.019310761688679703,8.753763,11.302246,-3.1676455,-2.402487,-2.4189928,2.0588038,11.354408,-2.9639444,-5.4119763,-5.3873367,-10.790041,-12.52353,0.8076171875,0.26643214,0.6488189,0.74273956,0.77037126,0.19301172,0.019791128,0.021899264,0.02021492,0.029739369,0.04557386,0.030980492,0.035711735,5.5586548e-05,0.0013198743,0.007767162,0.0029356813,0.0011675607,0.0005112655,0.00046906114,0.00068589475,0.00065367005,0.00050900853,0.0005924977,0.000363724,-0.20861813404606547
0.022978720572871224,2.348256,9.058558,8.044153,14.61231,9.901373,10.196049,7.598627,-11.296254,-2.07617,4.8401756,-9.332062,-6.268711,0.8037109375,0.23907329,0.67936575,0.85258263,1.0,0.42546389,0.034441855,0.03874293,0.051993232,0.035077177,0.037451014,0.04180852,0.033967808,3.0213043e-05,0.0013761376,0.020259598,0.026678577,0.010685731,0.0033348834,0.0027152414,0.0024018511,0.0030599593,0.0030862542,0.0015347522,0.0015310181,1.1052541461503358
0.02323379630592776,-3.8194602,-2.6081052,0.39214084,-3.7745948,0.9952397,3.4188933,-4.6429663,-0.8247144,8.102615,17.965698,5.986067,8.150766,0.798828125,0.30067778,0.7555606,0.5265402,0.67338467,0.36646044,0.09916951,0.08497703,0.051822405,0.056221973,0.061415985,0.05322497,0.04823192,1.2328772e-05,0.0010323083,0.028848112,0.077693745,0.08225311,0.05576654,0.031074716,0.030719534,0.02763412,0.018780988,0.012218254,0.01181628,0.8847152436193015
0.021111721643758876,8.973339,4.3455415,7.480551,1.8636341,7.324933,10.66751,-8.740058,19.467052,15.876665,16.888485,16.549473,17.699688,0.798828125,0.39958724,0.9224183,0.44748223,0.7640763,0.44256222,0.18229824,0.11736994,0.08604683,0.1345127,0.11236814,0.08487633,0.06924169,2.7817327e-06,0.00016941712,0.0047852905,0.040442433,0.1640218,0.2445758,0.14518555,0.15243734,0.14320743,0.11164734,0.077450946,0.077088,3.266858104962423
0.019544950537766823,,,,,,,,,,,,,0.791015625,,,,,,,,,,,,,,,,,,,,,,,,,0.4052802877688834
0.019321510563357524,,,,,,,,,,,,,0.4892578125,,,,,,,,,,,,,,,,,,,,,,,,,0.25428966153167876
0.020370731280815284,,,,,,,,,,,,,0.1943359375,,,,,,,,,,,,,,,,,,,,,,,,,0.10735333439040765
0.020242238055395732,,,,,,,,,,,,,0.212890625,,,,,,,,,,,,,,,,,,,,,,,,,0.11656643152769787
0.01988088760070416,,,,,,,,,,,,,0.23828125,,,,,,,,,,,,,,,,,,,,,,,,,0.12908106880035208
0.017878713279774142,,,,,,,,,,,,,0.2412109375,,,,,,,,,,,,,,,,,,,,,,,,,0.12954482538988707
0.015717403611047853,,,,,,,,,,,,,0.2255859375,,,,,,,,,,,,,,,,,,,,,,,,,0.12065167055552392
0.013567396506125016,,,,,,,,,,,,,0.2177734375,,,,,,,,,,,,,,,,,,,,,,,,,0.1156704170030625
0.012970654525681585,,,,,,,,,,,,,0.22265625,,,,,,,,,,,,,,,,,,,,,,,,,0.11781345226284079
0.013153362160425713,,,,,,,,,,,,,0.2314453125,,,,,,,,,,,,,,,,,,,,,,,,,0.12229933733021285
0.01306876200343782,,,,,,,,,,,,,0.220703125,,,,,,,,,,,,,,,,,,,,,,,,,0.11688594350171891
0.013176303410764844,,,,,,,,,,,,,0.201171875,,,,,,,,,,,,,,,,,,,,,,,,,0.10717408920538242
0.012276011119749766,,,,,,,,,,,,,0.1806640625,,,,,,,,,,,,,,,,,,,,,,,,,0.09647003680987488
0.013169363739740961,,,,,,,,,,,,,0.1494140625,,,,,,,,,,,,,,,,,,,,,,,,,0.08129171311987048
0.012931423687443983,,,,,,,,,,,,,0.1328125,,,,,,,,,,,,,,,,,,,,,,,,,0.072871961843722
0.01903383405769022,,,,,,,,,,,,,0.140625,,,,,,,,,,,,,,,,,,,,,,,,,0.0798294170288451
0.03749637306823481,,,,,,,,,,,,,0.1669921875,,,,,,,,,,,,,,,,,,,,,,,,,0.1022442802841174
0.05903471478592667,,,,,,,,,,,,,0.189453125,,,,,,,,,,,,,,,,,,,,,,,,,0.12424391989296334
0.07235776980643335,,,,,,,,,,,,,0.1640625,,,,,,,,,,,,,,,,,,,,,,,,,0.11821013490321668
0.07409820994976123,,,,,,,,,,,,,0.0791015625,,,,,,,,,,,,,,,,,,,,,,,,,0.07659988622488062
0.07138779413689186,,,,,,,,,,,,,0.021484375,,,,,,,,,,,,,,,,,,,,,,,,,0.04643608456844593
0.06792306968146399,,,,,,,,,,,,,0.0185546875,,,,,,,,,,,,,,,,,,,,,,,,,0.04323887859073199
0.06598612476073087,,,,,,,,,,,,,0.0341796875,,,,,,,,,,,,,,,,,,,,,,,,,0.05008290613036544
